Group,Year,County,Enrollment
American Indialaska Native Students,2005,ORANGE COUNTY,2624
American Indialaska Native Students,2005,PLACER COUNTY,535
American Indialaska Native Students,2005,PLUMAS COUNTY,212
American Indialaska Native Students,2005,RIVERSIDE COUNTY,2636
American Indialaska Native Students,2005,SACRAMENTO COUNTY,2993
American Indialaska Native Students,2005,SAN BENITO COUNTY,68
American Indialaska Native Students,2005,SAN BERNARDINO COUNTY,2668
American Indialaska Native Students,2005,SAN DIEGO COUNTY,4312
American Indialaska Native Students,2005,SAN FRANCISCO COUNTY,345
American Indialaska Native Students,2005,SAN JOAQUIN COUNTY,2140
American Indialaska Native Students,2005,SAN LUIS OBISPO COUNTY,234
American Indialaska Native Students,2005,SAN MATEO COUNTY,315
American Indialaska Native Students,2005,SANTA BARBARA COUNTY,619
American Indialaska Native Students,2005,SANTA CLARA COUNTY,1640
American Indialaska Native Students,2005,SANTA CRUZ COUNTY,197
American Indialaska Native Students,2005,SHASTA COUNTY,1716
American Indialaska Native Students,2005,SIERRA COUNTY,13
American Indialaska Native Students,2005,SISKIYOU COUNTY,553
American Indialaska Native Students,2005,SOLANO COUNTY,595
American Indialaska Native Students,2005,SONOMA COUNTY,933
American Indialaska Native Students,2005,STANISLAUS COUNTY,988
American Indialaska Native Students,2005,SUTTER COUNTY,237
American Indialaska Native Students,2005,TEHAMA COUNTY,268
American Indialaska Native Students,2005,TRINITY COUNTY,195
American Indialaska Native Students,2005,TULARE COUNTY,812
American Indialaska Native Students,2005,TUOLUMNE COUNTY,281
American Indialaska Native Students,2005,VENTURA COUNTY,1042
American Indialaska Native Students,2005,YOLO COUNTY,330
American Indialaska Native Students,2005,YUBA COUNTY,674
American Indialaska Native Students,2004,ALAMEDA COUNTY,1237
American Indialaska Native Students,2004,ALPINE COUNTY,49
American Indialaska Native Students,2004,AMADOR COUNTY,186
American Indialaska Native Students,2004,BUTTE COUNTY,1030
American Indialaska Native Students,2004,CALAVERAS COUNTY,174
American Indialaska Native Students,2004,COLUSA COUNTY,50
American Indialaska Native Students,2004,CONTRA COSTA COUNTY,924
American Indialaska Native Students,2004,DEL NORTE COUNTY,801
American Indialaska Native Students,2004,EL DORADO COUNTY,486
American Indialaska Native Students,2004,FRESNO COUNTY,1622
American Indialaska Native Students,2004,GLENN COUNTY,150
American Indialaska Native Students,2004,HUMBOLDT COUNTY,2603
American Indialaska Native Students,2004,IMPERIAL COUNTY,452
American Indialaska Native Students,2004,INYO COUNTY,534
American Indialaska Native Students,2004,KERN COUNTY,1337
American Indialaska Native Students,2004,KINGS COUNTY,383
American Indialaska Native Students,2004,LAKE COUNTY,522
American Indialaska Native Students,2004,LASSEN COUNTY,277
American Indialaska Native Students,2004,LOS ANGELES COUNTY,4905
American Indialaska Native Students,2004,MADERA COUNTY,450
American Indialaska Native Students,2004,MARIN COUNTY,84
American Indialaska Native Students,2004,MARIPOSA COUNTY,147
American Indialaska Native Students,2004,MENDOCINO COUNTY,1239
American Indialaska Native Students,2004,MERCED COUNTY,205
American Indialaska Native Students,2004,MODOC COUNTY,112
American Indialaska Native Students,2004,MONO COUNTY,51
American Indialaska Native Students,2004,MONTEREY COUNTY,305
American Indialaska Native Students,2004,NAPA COUNTY,250
American Indialaska Native Students,2004,NEVADA COUNTY,297
American Indialaska Native Students,2004,ORANGE COUNTY,2634
American Indialaska Native Students,2004,PLACER COUNTY,533
American Indialaska Native Students,2004,PLUMAS COUNTY,229
American Indialaska Native Students,2004,RIVERSIDE COUNTY,2706
American Indialaska Native Students,2004,SACRAMENTO COUNTY,3181
American Indialaska Native Students,2004,SAN BENITO COUNTY,50
American Indialaska Native Students,2004,SAN BERNARDINO COUNTY,2759
American Indialaska Native Students,2004,SAN DIEGO COUNTY,4333
American Indialaska Native Students,2004,SAN FRANCISCO COUNTY,370
American Indialaska Native Students,2004,SAN JOAQUIN COUNTY,2382
American Indialaska Native Students,2004,SAN LUIS OBISPO COUNTY,248
American Indialaska Native Students,2004,SAN MATEO COUNTY,298
American Indialaska Native Students,2004,SANTA BARBARA COUNTY,694
American Indialaska Native Students,2004,SANTA CLARA COUNTY,1610
American Indialaska Native Students,2004,SANTA CRUZ COUNTY,200
American Indialaska Native Students,2004,SHASTA COUNTY,1713
American Indialaska Native Students,2004,SIERRA COUNTY,17
American Indialaska Native Students,2004,SISKIYOU COUNTY,558
American Indialaska Native Students,2004,SOLANO COUNTY,606
American Indialaska Native Students,2004,SONOMA COUNTY,926
American Indialaska Native Students,2004,STANISLAUS COUNTY,1054
American Indialaska Native Students,2004,SUTTER COUNTY,270
American Indialaska Native Students,2004,TEHAMA COUNTY,221
American Indialaska Native Students,2004,TRINITY COUNTY,175
American Indialaska Native Students,2004,TULARE COUNTY,796
American Indialaska Native Students,2004,TUOLUMNE COUNTY,269
American Indialaska Native Students,2004,VENTURA COUNTY,1108
American Indialaska Native Students,2004,YOLO COUNTY,318
American Indialaska Native Students,2004,YUBA COUNTY,705
American Indialaska Native Students,2003,ALAMEDA COUNTY,1316
American Indialaska Native Students,2003,ALPINE COUNTY,67
American Indialaska Native Students,2003,AMADOR COUNTY,197
American Indialaska Native Students,2003,BUTTE COUNTY,1097
American Indialaska Native Students,2003,CALAVERAS COUNTY,157
American Indialaska Native Students,2003,COLUSA COUNTY,43
American Indialaska Native Students,2003,CONTRA COSTA COUNTY,1017
American Indialaska Native Students,2003,DEL NORTE COUNTY,827
American Indialaska Native Students,2003,EL DORADO COUNTY,518
American Indialaska Native Students,2003,FRESNO COUNTY,1652
American Indialaska Native Students,2003,GLENN COUNTY,134
American Indialaska Native Students,2003,HUMBOLDT COUNTY,2457
American Indialaska Native Students,2003,IMPERIAL COUNTY,457
American Indialaska Native Students,2003,INYO COUNTY,535
American Indialaska Native Students,2003,KERN COUNTY,1279
American Indialaska Native Students,2003,KINGS COUNTY,367
American Indialaska Native Students,2003,LAKE COUNTY,539
American Indialaska Native Students,2003,LASSEN COUNTY,286
American Indialaska Native Students,2003,LOS ANGELES COUNTY,5205
American Indialaska Native Students,2003,MADERA COUNTY,451
American Indialaska Native Students,2003,MARIN COUNTY,83
American Indialaska Native Students,2003,MARIPOSA COUNTY,162
American Indialaska Native Students,2003,MENDOCINO COUNTY,1238
American Indialaska Native Students,2003,MERCED COUNTY,182
American Indialaska Native Students,2003,MODOC COUNTY,114
American Indialaska Native Students,2003,MONO COUNTY,58
American Indialaska Native Students,2003,MONTEREY COUNTY,333
American Indialaska Native Students,2003,NAPA COUNTY,278
American Indialaska Native Students,2003,NEVADA COUNTY,277
American Indialaska Native Students,2003,ORANGE COUNTY,2735
American Indialaska Native Students,2003,PLACER COUNTY,533
American Indialaska Native Students,2003,PLUMAS COUNTY,233
American Indialaska Native Students,2003,RIVERSIDE COUNTY,2625
American Indialaska Native Students,2003,SACRAMENTO COUNTY,3306
American Indialaska Native Students,2003,SAN BENITO COUNTY,54
American Indialaska Native Students,2003,SAN BERNARDINO COUNTY,2841
American Indialaska Native Students,2003,SAN DIEGO COUNTY,4487
American Indialaska Native Students,2003,SAN FRANCISCO COUNTY,354
American Indialaska Native Students,2003,SAN JOAQUIN COUNTY,2297
American Indialaska Native Students,2003,SAN LUIS OBISPO COUNTY,244
American Indialaska Native Students,2003,SAN MATEO COUNTY,289
American Indialaska Native Students,2003,SANTA BARBARA COUNTY,725
American Indialaska Native Students,2003,SANTA CLARA COUNTY,1614
American Indialaska Native Students,2003,SANTA CRUZ COUNTY,179
American Indialaska Native Students,2003,SHASTA COUNTY,1752
American Indialaska Native Students,2003,SIERRA COUNTY,15
American Indialaska Native Students,2003,SISKIYOU COUNTY,530
American Indialaska Native Students,2003,SOLANO COUNTY,622
American Indialaska Native Students,2003,SONOMA COUNTY,961
American Indialaska Native Students,2003,STANISLAUS COUNTY,1061
American Indialaska Native Students,2003,SUTTER COUNTY,274
American Indialaska Native Students,2003,TEHAMA COUNTY,191
American Indialaska Native Students,2003,TRINITY COUNTY,187
American Indialaska Native Students,2003,TULARE COUNTY,786
American Indialaska Native Students,2003,TUOLUMNE COUNTY,269
American Indialaska Native Students,2003,VENTURA COUNTY,1135
American Indialaska Native Students,2003,YOLO COUNTY,317
American Indialaska Native Students,2003,YUBA COUNTY,764
American Indialaska Native Students,2002,ALAMEDA COUNTY,1543
American Indialaska Native Students,2002,ALPINE COUNTY,60
American Indialaska Native Students,2002,AMADOR COUNTY,206
American Indialaska Native Students,2002,BUTTE COUNTY,1159
American Indialaska Native Students,2002,CALAVERAS COUNTY,160
American Indialaska Native Students,2002,COLUSA COUNTY,68
American Indialaska Native Students,2002,CONTRA COSTA COUNTY,1075
American Indialaska Native Students,2002,DEL NORTE COUNTY,699
American Indialaska Native Students,2002,EL DORADO COUNTY,610
American Indialaska Native Students,2002,FRESNO COUNTY,1700
American Indialaska Native Students,2002,GLENN COUNTY,120
American Indialaska Native Students,2002,HUMBOLDT COUNTY,2561
American Indialaska Native Students,2002,IMPERIAL COUNTY,474
American Indialaska Native Students,2002,INYO COUNTY,531
American Indialaska Native Students,2002,KERN COUNTY,1313
American Indialaska Native Students,2002,KINGS COUNTY,332
American Indialaska Native Students,2002,LAKE COUNTY,549
American Indialaska Native Students,2002,LASSEN COUNTY,306
American Indialaska Native Students,2002,LOS ANGELES COUNTY,5497
American Indialaska Native Students,2002,MADERA COUNTY,439
American Indialaska Native Students,2002,MARIN COUNTY,95
American Indialaska Native Students,2002,MARIPOSA COUNTY,181
American Indialaska Native Students,2002,MENDOCINO COUNTY,1196
American Indialaska Native Students,2002,MERCED COUNTY,218
American Indialaska Native Students,2002,MODOC COUNTY,127
American Indialaska Native Students,2002,MONO COUNTY,65
American Indialaska Native Students,2002,MONTEREY COUNTY,326
American Indialaska Native Students,2002,NAPA COUNTY,343
American Indialaska Native Students,2002,NEVADA COUNTY,272
American Indialaska Native Students,2002,ORANGE COUNTY,2864
American Indialaska Native Students,2002,PLACER COUNTY,510
American Indialaska Native Students,2002,PLUMAS COUNTY,227
American Indialaska Native Students,2002,RIVERSIDE COUNTY,2642
American Indialaska Native Students,2002,SACRAMENTO COUNTY,3530
American Indialaska Native Students,2002,SAN BENITO COUNTY,46
American Indialaska Native Students,2002,SAN BERNARDINO COUNTY,2919
American Indialaska Native Students,2002,SAN DIEGO COUNTY,4538
American Indialaska Native Students,2002,SAN FRANCISCO COUNTY,361
American Indialaska Native Students,2002,SAN JOAQUIN COUNTY,1958
American Indialaska Native Students,2002,SAN LUIS OBISPO COUNTY,257
American Indialaska Native Students,2002,SAN MATEO COUNTY,266
American Indialaska Native Students,2002,SANTA BARBARA COUNTY,737
American Indialaska Native Students,2002,SANTA CLARA COUNTY,1642
American Indialaska Native Students,2002,SANTA CRUZ COUNTY,172
American Indialaska Native Students,2002,SHASTA COUNTY,1753
American Indialaska Native Students,2002,SIERRA COUNTY,20
American Indialaska Native Students,2002,SISKIYOU COUNTY,540
American Indialaska Native Students,2002,SOLANO COUNTY,678
American Indialaska Native Students,2002,SONOMA COUNTY,957
American Indialaska Native Students,2002,STANISLAUS COUNTY,939
American Indialaska Native Students,2002,SUTTER COUNTY,258
American Indialaska Native Students,2002,TEHAMA COUNTY,195
American Indialaska Native Students,2002,TRINITY COUNTY,175
American Indialaska Native Students,2002,TULARE COUNTY,849
American Indialaska Native Students,2002,TUOLUMNE COUNTY,265
American Indialaska Native Students,2002,VENTURA COUNTY,1208
American Indialaska Native Students,2002,YOLO COUNTY,336
American Indialaska Native Students,2002,YUBA COUNTY,831
American Indialaska Native Students,2001,ALAMEDA COUNTY,1398
American Indialaska Native Students,2001,ALPINE COUNTY,60
American Indialaska Native Students,2001,AMADOR COUNTY,183
American Indialaska Native Students,2001,BUTTE COUNTY,1200
American Indialaska Native Students,2001,CALAVERAS COUNTY,147
American Indialaska Native Students,2001,COLUSA COUNTY,59
American Indialaska Native Students,2001,CONTRA COSTA COUNTY,962
American Indialaska Native Students,2001,DEL NORTE COUNTY,725
American Indialaska Native Students,2001,EL DORADO COUNTY,590
American Indialaska Native Students,2001,FRESNO COUNTY,1608
American Indialaska Native Students,2001,GLENN COUNTY,119
American Indialaska Native Students,2001,HUMBOLDT COUNTY,2505
American Indialaska Native Students,2001,IMPERIAL COUNTY,467
American Indialaska Native Students,2001,INYO COUNTY,511
American Indialaska Native Students,2001,KERN COUNTY,1342
American Indialaska Native Students,2001,KINGS COUNTY,346
American Indialaska Native Students,2001,LAKE COUNTY,561
American Indialaska Native Students,2001,LASSEN COUNTY,308
American Indialaska Native Students,2001,LOS ANGELES COUNTY,5371
American Indialaska Native Students,2001,MADERA COUNTY,433
American Indialaska Native Students,2001,MARIN COUNTY,89
American Indialaska Native Students,2001,MARIPOSA COUNTY,158
American Indialaska Native Students,2001,MENDOCINO COUNTY,1181
American Indialaska Native Students,2001,MERCED COUNTY,214
American Indialaska Native Students,2001,MODOC COUNTY,141
American Indialaska Native Students,2001,MONO COUNTY,76
American Indialaska Native Students,2001,MONTEREY COUNTY,326
American Indialaska Native Students,2001,NAPA COUNTY,362
American Indialaska Native Students,2001,NEVADA COUNTY,339
American Indialaska Native Students,2001,ORANGE COUNTY,2923
American Indialaska Native Students,2001,PLACER COUNTY,565
American Indialaska Native Students,2001,PLUMAS COUNTY,212
American Indialaska Native Students,2001,RIVERSIDE COUNTY,2566
American Indialaska Native Students,2001,SACRAMENTO COUNTY,3367
American Indialaska Native Students,2001,SAN BENITO COUNTY,41
